loss,mae,mape,mse,rmse,val_loss,val_mae,val_mape,val_mse,val_rmse,learning_rate
0.31808528304100037,0.456428200006485,659.7581787109375,0.31808528304100037,0.5639904737472534,0.7597299814224243,0.8646427392959595,1719.835205078125,0.7597299814224243,0.8716248869895935,0.0010000000474974513
0.17420604825019836,0.28645163774490356,325.33905029296875,0.17420604825019836,0.4173799753189087,0.7460256218910217,0.8567771315574646,1688.98974609375,0.7460256218910217,0.8637277483940125,0.0010000000474974513
0.11347590386867523,0.2048650085926056,220.34156799316406,0.11347590386867523,0.33686184883117676,0.7236783504486084,0.8310973644256592,1588.28369140625,0.7236783504486084,0.850692868232727,0.0010000000474974513
0.09972597658634186,0.19458146393299103,200.59442138671875,0.09972597658634186,0.3157941997051239,0.33283424377441406,0.44811326265335083,769.3422241210938,0.33283424377441406,0.5769178867340088,0.0010000000474974513
0.07690572738647461,0.16015255451202393,133.33880615234375,0.07690572738647461,0.2773188054561615,0.20443138480186462,0.35833314061164856,663.3291015625,0.20443138480186462,0.4521408975124359,0.0010000000474974513
0.08522741496562958,0.17478910088539124,167.8145751953125,0.08522741496562958,0.29193735122680664,0.07794221490621567,0.17074105143547058,129.79383850097656,0.07794221490621567,0.2791813313961029,0.0010000000474974513
0.06321807205677032,0.15251536667346954,160.8974609375,0.06321807205677032,0.25143203139305115,0.7007160782814026,0.8269478678703308,1653.94384765625,0.7007160782814026,0.837087869644165,0.0010000000474974513
0.052152276039123535,0.13588479161262512,120.99422454833984,0.052152276039123535,0.22836872935295105,0.5971850156784058,0.751061737537384,1533.504638671875,0.5971850156784058,0.7727774977684021,0.0010000000474974513
0.04592195898294449,0.1324717402458191,105.61868286132812,0.04592195898294449,0.21429409086704254,0.5603452324867249,0.7287716269493103,1492.493408203125,0.5603452324867249,0.7485620975494385,0.0010000000474974513
0.03915688022971153,0.13294854760169983,125.24168395996094,0.03915688022971153,0.19788096845149994,0.528349757194519,0.7025822401046753,1462.788818359375,0.528349757194519,0.7268767356872559,0.0010000000474974513
0.024090763181447983,0.11747526377439499,107.08428955078125,0.024090763181447983,0.15521200001239777,0.14536763727664948,0.3654041886329651,787.777587890625,0.14536763727664948,0.381271094083786,0.0010000000474974513
0.021857578307390213,0.11430070549249649,87.44122314453125,0.021857578307390213,0.14784309267997742,0.01912306807935238,0.09667523205280304,85.89900207519531,0.01912306807935238,0.13828618824481964,0.0005000000237487257
0.01746555231511593,0.10567574203014374,77.41337585449219,0.01746555231511593,0.13215729594230652,0.030324408784508705,0.13000112771987915,84.12419128417969,0.030324408784508705,0.17413905262947083,0.0005000000237487257
0.021441711112856865,0.11583082377910614,91.6454086303711,0.021441711112856865,0.1464298814535141,0.028039706870913506,0.12588685750961304,84.63603210449219,0.028039706870913506,0.16745060682296753,0.0005000000237487257
0.014521339908242226,0.09658171981573105,74.42940521240234,0.014521339908242226,0.12050452083349228,0.02896931953728199,0.12971831858158112,89.99925231933594,0.02896931953728199,0.17020376026630402,0.0005000000237487257
0.01718483678996563,0.10640478134155273,83.88652038574219,0.01718483678996563,0.1310909539461136,0.028909139335155487,0.1295143961906433,89.37364959716797,0.028909139335155487,0.17002688348293304,0.0005000000237487257
0.014915340580046177,0.09644439071416855,74.83929443359375,0.014915340580046177,0.12212837487459183,0.028330491855740547,0.12725505232810974,85.3199462890625,0.028330491855740547,0.16831664741039276,0.0005000000237487257
0.016747787594795227,0.1002291589975357,78.56726837158203,0.016747787594795227,0.12941324710845947,0.027752088382840157,0.12491338700056076,80.95118713378906,0.027752088382840157,0.16658958792686462,0.0002500000118743628
0.015364453196525574,0.10036373883485794,77.70270538330078,0.015364453196525574,0.1239534318447113,0.028046153485774994,0.1260012537240982,83.06770324707031,0.028046153485774994,0.16746985912322998,0.0002500000118743628
0.015858294442296028,0.09685191512107849,77.46553039550781,0.015858294442296028,0.12592971324920654,0.028470246121287346,0.12799957394599915,87.25987243652344,0.028470246121287346,0.16873128712177277,0.0002500000118743628
0.012883271090686321,0.09235372394323349,76.71138000488281,0.012883271090686321,0.11350449919700623,0.028499392792582512,0.12834739685058594,88.24797821044922,0.028499392792582512,0.16881762444972992,0.0002500000118743628
0.01277361810207367,0.0910942479968071,75.43425750732422,0.01277361810207367,0.11302043497562408,0.028748581185936928,0.12944847345352173,90.51480102539062,0.028748581185936928,0.16955406963825226,0.0002500000118743628
0.01171190943568945,0.08421756327152252,69.96751403808594,0.01171190943568945,0.10822157561779022,0.028875667601823807,0.130189448595047,92.43436431884766,0.028875667601823807,0.1699284166097641,0.0001250000059371814
0.01367892138659954,0.08932777494192123,76.6835708618164,0.01367892138659954,0.1169569194316864,0.02904200181365013,0.13092732429504395,93.82605743408203,0.02904200181365013,0.17041714489459991,0.0001250000059371814
0.01296165119856596,0.09077800810337067,73.04176330566406,0.01296165119856596,0.11384924501180649,0.029285568743944168,0.13183434307575226,95.33892059326172,0.029285568743944168,0.17113026976585388,0.0001250000059371814
0.013296272605657578,0.08973018825054169,72.15164947509766,0.013296272605657578,0.1153094619512558,0.029430050402879715,0.1323593258857727,96.15266418457031,0.029430050402879715,0.1715518832206726,0.0001250000059371814
0.012359406799077988,0.08882594853639603,78.48229217529297,0.012359406799077988,0.1111728698015213,0.029581574723124504,0.13291700184345245,97.00959777832031,0.029581574723124504,0.1719929426908493,0.0001250000059371814
